,raw_Time,time,average,leverage,quantity,profit_rate,profit,signal,total_profit,coin_curr_price,position_wallet,Free_wallet,Total_wallet
0,1676823149000,2023-02-20 01:12:29,25010.7,10,0.001,0.17,0.0,매도,0,25005.91,2.50118509,110.80714719,113.31489139
